UF,MG
Cidade,PORTO FIRME
Nome Posto,PORTO FIRME
Latitude,-20.67027777777778
Longitude,-43.088055555555556
Codigo,2043014
Qtd. Anos,79
Ano,Maxima
1941,114
1942,95.2
1943,91
1944,138
1945,92
1946,68
1947,98
1948,100
1949,64.1
1950,73
1951,75.2
1952,87.2
1953,145
1954,56
1955,125
1956,75.2
1957,65.6
1958,85.2
1959,71.4
1960,75.6
1961,105.4
1962,79.4
1963,83
1964,90.2
1965,70.2
1966,94.2
1967,121
1968,88.4
1969,115.8
1970,55
1971,51.4
1972,56.1
1973,110.2
1974,60.1
1975,63
1976,69
1977,57.2
1978,58.4
1979,100.4
1980,65.1
1981,63
1982,58.4
1983,95
1984,107.4
1985,95.2
1986,66.4
1987,67.2
1988,85
1989,79.4
1990,59.1
1991,99.8
1992,111.5
1993,51
1994,55
1995,90
1996,98
1997,101.6
1998,61
1999,82
2000,76.2
2001,117
2002,70.2
2003,64.9
2004,113
2005,100
2006,74.6
2007,69.1
2008,114
2009,66
2010,65.3
2011,89.9
2012,93.3
2013,66.4
2014,62.8
2015,84.1
2016,50
2017,74.2
2018,108.9
2019,72.4
