UF,MG
Cidade,CAMPANARIO
Nome Posto,CAMPANARIO
Latitude,-18.238611111111112
Longitude,-41.74861111111111
Codigo,1841003
Qtd. Anos,77
Ano,Maxima
1941,58
1942,109
1943,70.4
1946,80
1947,39
1948,65
1949,60
1950,64.3
1951,40
1952,70.3
1953,71
1954,40
1955,64
1956,61
1957,63
1958,70.3
1959,79
1960,75
1961,38
1962,40
1963,12
1964,42
1965,95
1966,62
1967,39
1968,50.3
1969,76
1970,83
1971,79
1972,58.4
1973,120
1974,62.8
1975,87
1976,82.4
1977,73.8
1978,57
1979,125.2
1980,112
1981,89.3
1982,51
1983,74.2
1984,52
1985,52.2
1986,89.7
1987,52.4
1988,101.2
1989,52.5
1990,67.5
1991,105
1992,83.4
1993,61.5
1994,76.4
1995,61
1996,80.8
1997,86.4
1998,44.5
1999,85.9
2000,77.3
2001,89.2
2002,91.6
2003,54.6
2004,51.9
2005,119.9
2006,129.1
2007,121.2
2008,38.7
2009,121.2
2010,59
2011,72.4
2012,72.6
2013,126
2014,56.3
2015,59
2016,93.7
2017,81.4
2018,115.1
2019,83.4
