UF,MG
Cidade,JANUARIA
Nome Posto,PEDRAS DE MARIA DA CRUZ
Latitude,-15.597777777777779
Longitude,-44.390277777777776
Codigo,1544017
Qtd. Anos,48
Ano,Maxima
1972,46.6
1973,106.2
1974,90.9
1975,48.2
1976,50.4
1977,98.4
1978,70.3
1979,72.4
1980,56.4
1981,100.9
1982,75.2
1983,68.6
1984,45.1
1985,100.2
1986,48.6
1987,110.4
1988,90.2
1989,101.2
1990,41.2
1991,70.2
1992,88.6
1993,26.4
1994,40.8
1995,83.8
1996,74.4
1997,98.8
1998,84.5
1999,51.2
2000,74.4
2001,62.2
2002,70.8
2003,38
2004,47.4
2005,72.1
2006,53.4
2007,207.8
2008,55.8
2009,91.8
2010,69.8
2011,46.2
2012,61.4
2013,75
2014,41
2015,97
2016,62.2
2017,110
2018,57.3
2019,71.9
