UF,MG
Cidade,ITAOBIM
Nome Posto,SAO JOAO GRANDE
Latitude,-16.689444444444444
Longitude,-41.498333333333335
Codigo,1641007
Qtd. Anos,46
Ano,Maxima
1974,28.5
1975,70.2
1976,69.3
1977,46.3
1978,48
1979,59.3
1980,70
1981,38
1982,57
1983,99.3
1984,53.1
1985,50.4
1986,47.3
1987,84.1
1988,44
1989,39.2
1990,64.1
1991,49
1992,91
1993,56.2
1994,84.1
1995,62.2
1996,81.2
1997,70
1998,80.6
1999,50.2
2000,92
2001,54.5
2002,75
2003,85
2004,49
2005,76.3
2006,79.7
2007,208.3
2008,58.1
2009,80.2
2010,94.9
2011,79.3
2012,70
2013,76.2
2014,32.5
2015,46.8
2016,128.5
2017,80.1
2018,100.4
2019,75.5
