UF,MG
Cidade,NOVA LIMA
Nome Posto,REPRESA DAS CODORNAS (MMV)
Latitude,-20.16472222222222
Longitude,-43.89194444444444
Codigo,2043042
Qtd. Anos,44
Ano,Maxima
1976,68.4
1977,68.2
1978,97
1979,92.2
1980,61
1981,70.1
1982,63
1983,76.2
1984,68.1
1985,68.3
1986,72.4
1987,82.3
1988,108.4
1989,76.4
1990,61.2
1991,96.2
1992,130.1
1993,76.1
1994,152.1
1995,158.4
1996,76.1
1997,137.8
1998,58.1
1999,58.1
2000,134.2
2001,76.3
2002,67.2
2003,67.4
2004,100.3
2005,86.7
2006,88.7
2007,76.1
2008,74.3
2009,69.2
2010,70.3
2011,92.1
2012,97.8
2013,64.3
2014,68.1
2015,73.1
2016,123.7
2017,87.1
2018,56.7
2019,97.3
