UF,MG
Cidade,TEOFILO OTONI
Nome Posto,MUCURI
Latitude,-17.595
Longitude,-41.49277777777778
Codigo,1741001
Qtd. Anos,53
Ano,Maxima
1967,84.2
1968,44.6
1969,34
1970,27.2
1971,60.6
1972,105.6
1973,143.8
1974,51.2
1975,86.6
1976,56
1977,90.5
1978,79.9
1979,73.5
1980,85.1
1981,86.4
1982,69
1983,83.4
1984,77.5
1985,139.8
1986,44
1987,74.6
1988,53.8
1989,57.4
1990,83.8
1991,77.4
1992,296
1993,59.4
1994,56.6
1995,53.4
1996,57
1997,83.2
1998,57.2
1999,68.2
2000,121.3
2001,87.3
2002,63.4
2003,54
2004,201
2005,65.4
2006,88.9
2007,73.3
2008,95.6
2009,89.8
2010,100.2
2011,46.1
2012,81.9
2013,66.7
2014,85.6
2015,46.3
2016,90.6
2017,38.2
2018,54.7
2019,44.7
