UF,MG
Cidade,VESPASIANO
Nome Posto,VESPASIANO
Latitude,-19.68722222222222
Longitude,-43.920833333333334
Codigo,1943009
Qtd. Anos,79
Ano,Maxima
1941,62.6
1942,61
1943,63.4
1944,86
1945,108.6
1946,90
1947,52.8
1948,79
1949,68.4
1950,49.6
1951,81.4
1952,54
1953,62
1954,50
1955,38.4
1956,62
1957,83.4
1958,54.6
1959,60.8
1960,86
1961,75.8
1962,77
1963,48.4
1964,72.4
1965,79
1966,84
1967,62.8
1968,64.6
1969,88.2
1970,55.4
1971,65.2
1972,69.4
1973,128.9
1974,61.2
1975,41.2
1976,69.1
1977,92.9
1978,210.8
1979,102.6
1980,62.1
1981,69.2
1982,98.2
1983,71.4
1984,79
1985,114
1986,62.5
1987,68.5
1988,67
1989,46.2
1990,54.8
1991,62
1992,88
1993,64.3
1994,69.3
1995,126.8
1996,103
1997,63.2
1998,84.2
1999,70.5
2000,85.1
2001,122.8
2002,77.8
2003,78.3
2004,63.9
2005,105.7
2006,47.5
2007,59.1
2008,93.3
2009,73.6
2010,107
2011,71.8
2012,71.4
2013,72.8
2014,59.3
2015,67.4
2016,114.9
2017,103.8
2018,82.4
2019,60
