UF,MG
Cidade,CARLOS CHAGAS
Nome Posto,CARLOS CHAGAS
Latitude,-17.705555555555556
Longitude,-40.75972222222222
Codigo,1740000
Qtd. Anos,75
Ano,Maxima
1945,62.2
1946,53
1947,66.2
1948,59
1949,86
1950,46
1951,84
1952,127
1953,56.5
1954,55.2
1955,130.7
1956,75.2
1957,73.6
1958,93.4
1959,66.8
1960,68.4
1961,66.8
1962,74.2
1963,95.2
1964,190
1965,81.2
1966,58.2
1967,50.8
1968,23.2
1969,28.8
1970,57
1971,90
1972,47
1973,102.2
1974,62
1975,112
1976,78.4
1977,65.8
1978,52.6
1979,55.6
1980,61.4
1981,80.4
1982,156
1983,75
1984,70.1
1985,132
1986,128
1987,87.4
1988,79.2
1989,85.2
1990,75
1991,72
1992,60.4
1993,116.6
1994,70.2
1995,88.4
1996,59.2
1997,49.2
1998,68.4
1999,63.2
2000,104
2001,94.4
2002,109.2
2003,65.8
2004,93.2
2005,61.6
2006,141.8
2007,43.4
2008,104.6
2009,99.2
2010,86.2
2011,75
2012,116
2013,83.6
2014,58.6
2015,87.6
2016,131.8
2017,64.8
2018,66
2019,61
