UF,MG
Cidade,SANTA MARIA DE ITABIRA
Nome Posto,SANTA MARIA DO ITABIRA
Latitude,-19.440277777777776
Longitude,-43.118611111111115
Codigo,1943008
Qtd. Anos,79
Ano,Maxima
1941,97.2
1942,114
1943,102.4
1944,61.2
1945,95
1946,57.4
1947,62.4
1948,75.5
1949,180.4
1950,90.2
1951,90.4
1952,95.2
1953,75.2
1954,74
1955,90
1956,60.2
1957,91.2
1958,81
1959,86.4
1960,52.6
1961,105.2
1962,90.8
1963,74.2
1964,85.2
1965,110.4
1966,74.2
1967,56.2
1968,121
1969,87.1
1970,91
1971,112
1972,60
1973,67
1974,69
1975,72
1976,67
1977,89
1978,50.2
1979,87
1980,62.3
1981,93
1982,87.2
1983,65.3
1984,102.1
1985,90.2
1986,53.1
1987,75.3
1988,75
1989,67.3
1990,90.2
1991,52.3
1992,24.3
1993,84.3
1994,70.3
1995,98.4
1996,81.4
1997,110.4
1998,112.4
1999,107.4
2000,77.5
2001,160.7
2002,112.5
2003,102.7
2004,91.9
2005,103.7
2006,93.5
2007,100.5
2008,80.5
2009,94.7
2010,55.9
2011,67.4
2012,60.4
2013,78.5
2014,71.4
2015,47.5
2016,78.5
2017,94.8
2018,90
2019,70
