UF,MG
Cidade,JOAO PINHEIRO
Nome Posto,PONTE DA BR-040 - PRATA
Latitude,-17.66361111111111
Longitude,-46.355000000000004
Codigo,1746006
Qtd. Anos,45
Ano,Maxima
1972,38
1973,59.6
1974,49
1975,75
1976,45
1977,71.3
1978,50
1979,52.4
1980,56.2
1981,88.3
1982,57.8
1983,71.3
1984,73.4
1985,60.6
1986,77.7
1987,65.2
1988,63.2
1989,128
1990,46.1
1991,80
1992,64
1993,87.6
1994,90
1995,54
1996,101.9
1997,62
1998,84
1999,86.5
2000,93.3
2001,133
2002,68.4
2003,64.4
2004,83.1
2005,80.7
2006,68.4
2007,45.5
2008,53.2
2009,94.4
2010,63.9
2011,96.8
2012,47.5
2016,79.6
2017,52
2018,74.5
2019,90.5
