UF,MG
Cidade,CARLOS CHAGAS
Nome Posto,FRANCISCO SA (EFBM)
Latitude,-17.738611111111112
Longitude,-41.12111111111111
Codigo,1741009
Qtd. Anos,75
Ano,Maxima
1945,92
1946,50.2
1947,60.2
1948,47.8
1949,160.8
1950,75.7
1951,102.8
1952,69.8
1953,64
1954,58.4
1955,59.6
1956,87.8
1957,72.6
1958,80.8
1959,73.6
1960,75.2
1961,136.6
1962,69.2
1963,98
1964,82.2
1965,70.6
1966,47.6
1967,72.6
1968,106.8
1969,80.4
1970,58.2
1971,69
1972,84.2
1973,65.6
1974,46.5
1975,95
1976,80.3
1977,65.2
1978,85.1
1979,91.2
1980,108.2
1981,65
1982,128
1983,150.1
1984,170
1985,210
1986,56
1987,84
1988,77
1989,70
1990,33
1991,69.2
1992,74
1993,62
1994,56
1995,60.2
1996,119.4
1997,69.2
1998,46.1
1999,104.3
2000,87.5
2001,77
2002,84
2003,70
2004,96.3
2005,125
2006,68.3
2007,50
2008,75.4
2009,96.6
2010,96.6
2011,51.7
2012,78
2013,97.6
2014,107.3
2015,34.2
2016,120.5
2017,101.4
2018,91.3
2019,46.7
