UF,MG
Cidade,ITINGA
Nome Posto,ITINGA
Latitude,-16.618055555555557
Longitude,-41.7675
Codigo,1641010
Qtd. Anos,43
Ano,Maxima
1977,101
1978,66
1979,74.2
1980,42
1981,51.8
1982,36.2
1983,83.3
1984,71.3
1985,110
1986,41.5
1987,104.2
1988,50.4
1989,32.3
1990,76.2
1991,52.3
1992,76.2
1993,45.4
1994,75.3
1995,60.4
1996,58.2
1997,52.1
1998,62.1
1999,61.2
2000,74.1
2001,47.9
2002,74.7
2003,57.2
2004,66.2
2005,77.2
2006,49.8
2007,47.8
2008,68.6
2009,109.4
2010,52.4
2011,52.4
2012,107.6
2013,114.7
2014,56.5
2015,75.7
2016,54.4
2017,71.2
2018,54.2
2019,82.1
