UF,MG
Cidade,SANTA JULIANA
Nome Posto,SANTA JULIANA
Latitude,-19.315833333333334
Longitude,-47.52611111111111
Codigo,1947001
Qtd. Anos,79
Ano,Maxima
1941,150
1942,75.3
1943,48.2
1944,52.6
1945,66
1946,25.5
1947,90
1948,63
1949,88
1950,69.2
1951,61.8
1952,83.1
1953,82
1954,80.3
1955,74
1956,65
1957,78.2
1958,78.4
1959,82.6
1960,78
1961,120
1962,140
1963,54
1964,53
1965,71.2
1966,87.8
1967,47
1968,87
1969,89.3
1970,76
1971,92
1972,84.6
1973,86.9
1974,82
1975,62
1976,46.7
1977,63.3
1978,100.6
1979,61
1980,59.8
1981,58.2
1982,143.8
1983,94.8
1984,38.2
1985,60.8
1986,119.8
1987,75.8
1988,142.8
1989,75
1990,96
1991,65.2
1992,61.3
1993,58.3
1994,95
1995,110.3
1996,64.2
1997,92.3
1998,81.2
1999,66.8
2000,107.6
2001,119.7
2002,110
2003,84.4
2004,115
2005,54.3
2006,72.1
2007,83
2008,60.1
2009,77.5
2010,85.3
2011,74.3
2012,67.4
2013,55.5
2014,94.2
2015,111.3
2016,64.3
2017,67
2018,56.5
2019,84.3
