UF,MG
Cidade,ENTRE RIOS DE MINAS
Nome Posto,ENTRE RIOS DE MINAS
Latitude,-20.66111111111111
Longitude,-44.07222222222222
Codigo,2044007
Qtd. Anos,79
Ano,Maxima
1941,75
1942,97
1943,105.3
1944,95.1
1945,99
1946,62
1947,90
1948,90
1949,94
1950,89
1951,77
1952,89
1953,75
1954,56
1955,125
1956,70
1957,96
1958,126
1959,55
1960,95
1961,115
1962,97
1963,46
1964,75
1965,85
1966,85
1967,93
1968,115
1969,65
1970,105.5
1971,81.8
1972,66.8
1973,60.7
1974,64.2
1975,52.1
1976,51.3
1977,79.2
1978,107.2
1979,72.4
1980,64.5
1981,72.3
1982,75.3
1983,108.3
1984,76.9
1985,63
1986,70
1987,65
1988,67
1989,73.6
1990,45.3
1991,63.5
1992,64.8
1993,61.4
1994,96.8
1995,83
1996,70.6
1997,141.4
1998,68.4
1999,64.8
2000,102.6
2001,69.9
2002,65.1
2003,50
2004,94.9
2005,126.7
2006,57.8
2007,105.2
2008,115.4
2009,58.4
2010,59.4
2011,85.8
2012,133
2013,74.8
2014,45.2
2015,65.8
2016,148.5
2017,116.6
2018,126.1
2019,67.5
