UF,MG
Cidade,JOAO PINHEIRO
Nome Posto,JOAO PINHEIRO
Latitude,-17.7
Longitude,-46.166666666666664
Codigo,1746012
Qtd. Anos,44
Ano,Maxima
1941,75
1942,97
1943,105.3
1944,95.1
1945,99
1946,62
1947,90
1948,90
1949,94
1950,89
1951,77
1952,89
1953,75
1954,56
1955,125
1956,70
1957,96
1961,61.6
1962,69.8
1963,51
1964,73.6
1965,69.8
1966,76.6
1967,73
1968,61.6
1969,72
1970,69.6
1975,86
1976,35
1977,72.8
1978,77.4
1980,5.6
1982,24.2
1983,100.4
1984,131.8
1985,49
1990,47
1991,103.2
1993,95
1994,80
1995,32.6
1996,79.2
1997,70
1998,99.8
