UF,MG
Cidade,SAO JOSE DO GOIABAL
Nome Posto,FAZENDA CACHOEIRA D'ANTAS
Latitude,-20.011388888888888
Longitude,-42.674166666666665
Codigo,2042031
Qtd. Anos,39
Ano,Maxima
1981,82
1982,99.3
1983,87.3
1984,126.4
1985,96.4
1986,51.4
1987,120.3
1988,84
1989,61
1990,28.4
1991,146.4
1992,84.4
1993,68.6
1994,88
1995,63.8
1996,66.1
1997,115.9
1998,134.5
1999,142
2000,99.7
2001,75.2
2002,66
2003,71.5
2004,86.7
2005,91
2006,70.1
2007,53.5
2008,110.8
2009,116.1
2010,68.3
2011,89.5
2012,122.8
2013,67.7
2014,84
2015,65.7
2016,124.1
2017,60.7
2018,69.6
2019,76.5
