UF,MG
Cidade,CAPINOPOLIS
Nome Posto,CAPINOPOLIS
Latitude,-18.683333333333334
Longitude,-49.56666666666667
Codigo,1849017
Qtd. Anos,41
Ano,Maxima
1970,40
1975,57.6
1976,94.4
1977,83.2
1978,81.2
1979,86.2
1980,146.8
1981,109.8
1982,89.1
1983,114.7
1984,95
1985,103.6
1986,75.2
1987,77.8
1988,104.4
1989,85
1990,120.2
1991,117.9
1992,84.8
1993,89
1994,89.1
1995,128.4
1996,100.5
1997,64.5
1998,67
1999,63.6
2000,100
2001,97.2
2002,75.9
2003,72
2004,115.1
2005,92.6
2006,85
2007,113.4
2008,98.4
2009,68.2
2010,90
2011,94.2
2012,78.2
2013,64.4
2014,45
