UF,MG
Cidade,TUMIRITINGA
Nome Posto,TUMIRITINGA
Latitude,-18.976388888888888
Longitude,-41.640277777777776
Codigo,1841011
Qtd. Anos,46
Ano,Maxima
1974,64.6
1975,77
1976,72.4
1977,71.9
1978,49.4
1979,78.5
1980,83.6
1981,84.4
1982,65.2
1983,88.2
1984,88
1985,104.4
1986,45.6
1987,78.4
1988,80.6
1989,65
1990,81.1
1991,94.2
1992,52.7
1993,52.9
1994,100
1995,102.6
1996,95.7
1997,152.1
1998,81.3
1999,73.6
2000,65.6
2001,44
2002,104
2003,63
2004,92
2005,128.7
2006,74.2
2007,72.3
2008,66.5
2009,68.4
2010,71.5
2011,69
2012,52.2
2013,142.1
2014,50
2015,50
2016,119
2017,57.5
2018,72.6
2019,71.5
