UF,MG
Cidade,GRAO MOGOL
Nome Posto,FAZENDA JAMBEIRO - GRAO MOGOL
Latitude,-16.591388888888886
Longitude,-42.91833333333333
Codigo,1642014
Qtd. Anos,47
Ano,Maxima
1973,63.4
1974,79
1975,59.8
1976,80.4
1977,69.4
1978,79.8
1979,108.2
1980,81.2
1981,135
1982,71.6
1983,85
1984,74.2
1985,119.2
1986,53.4
1987,64.4
1988,64.4
1989,132.2
1990,100
1991,117.2
1992,88
1993,84.3
1994,59
1995,66
1996,80
1997,61
1998,90
1999,88
2000,66.5
2001,98
2002,92
2003,73
2004,79
2005,85
2006,70.7
2007,50
2008,74
2009,54.2
2010,94.8
2011,75.5
2012,39.1
2013,67.3
2014,104
2015,67.2
2016,62.3
2017,116.4
2018,79.3
2019,50.3
