UF,MG
Cidade,PIUMHI
Nome Posto,PIUMHI
Latitude,-20.461944444444445
Longitude,-45.94499999999999
Codigo,2045012
Qtd. Anos,45
Ano,Maxima
1975,94
1976,62
1977,75
1978,88.5
1979,67
1980,60.7
1981,74
1982,117.5
1983,108.7
1984,54
1985,123.4
1986,69
1987,87
1988,69
1989,112
1990,140
1991,71.2
1992,84
1993,55
1994,100.3
1995,60
1996,67
1997,95
1998,85
1999,38.9
2000,76.7
2001,52.4
2002,111.1
2003,70.5
2004,80.4
2005,73.2
2006,97
2007,68.7
2008,107.3
2009,72.5
2010,74.2
2011,113
2012,78
2013,76.4
2014,63
2015,74.3
2016,74
2017,61.8
2018,64.3
2019,112.5
