UF,MG
Cidade,SANTA VITORIA
Nome Posto,PONTE SAO DOMINGOS
Latitude,-19.208055555555553
Longitude,-50.66277777777778
Codigo,1950011
Qtd. Anos,36
Ano,Maxima
1984,52.4
1985,53.8
1986,117.2
1987,91.5
1988,101.5
1989,89.4
1990,81
1991,65.4
1992,90.7
1993,83.5
1994,93
1995,76.3
1996,98.7
1997,75
1998,90.7
1999,60.4
2000,113
2001,50.4
2002,51.4
2003,137.5
2004,75.5
2005,83.4
2006,62.3
2007,92.4
2008,98.1
2009,122
2010,70
2011,76.8
2012,55.6
2013,65
2014,83.9
2015,64.7
2016,74.7
2017,102.5
2018,112.2
2019,126.7
