UF,MG
Cidade,LAGOA DA PRATA
Nome Posto,LAGOA DA PRATA
Latitude,-20.03666666666667
Longitude,-45.53527777777778
Codigo,2045011
Qtd. Anos,46
Ano,Maxima
1974,54.8
1975,94.2
1976,59.9
1977,79.1
1978,87.3
1979,54.4
1980,75.9
1981,84.9
1982,97.3
1983,123.4
1984,69.3
1985,62.3
1986,90.3
1987,87.3
1988,78.6
1989,90.3
1990,64.5
1991,143.6
1992,112.3
1993,65.6
1994,123.5
1995,97.3
1996,69.4
1997,123.8
1998,48.3
1999,137.2
2000,98.2
2001,96.4
2002,148.3
2003,130.7
2004,69.7
2005,136.2
2006,71.3
2007,117.3
2008,78.3
2009,93.2
2010,77.3
2011,87.2
2012,73.8
2013,58.2
2014,53.7
2015,79.3
2016,68.3
2017,63.9
2018,118.3
2019,83.5
