UF,MG
Cidade,ITACARAMBI
Nome Posto,FAZENDA CANADA
Latitude,-15.0225
Longitude,-44.05361111111111
Codigo,1544018
Qtd. Anos,46
Ano,Maxima
1974,28
1975,57
1976,75
1977,90
1978,75
1979,105
1980,24.4
1981,105.3
1982,40.4
1983,64
1984,65
1985,81
1986,47.5
1987,68
1988,107
1989,73
1990,51.3
1991,89
1992,65
1993,50.5
1994,85
1995,57
1996,70
1997,84
1998,103
1999,61.3
2000,86.2
2001,48
2002,110.4
2003,45.6
2004,86.2
2005,98
2006,80
2007,88.3
2008,51
2009,57.7
2010,90.5
2011,80.5
2012,60.6
2013,62
2014,92
2015,29.4
2016,91
2017,67
2018,52
2019,107
