UF,MG
Cidade,CONSELHEIRO LAFAIETE
Nome Posto,CONSELHEIRO LAFAIETE
Latitude,-20.625
Longitude,-43.75361111111111
Codigo,2043005
Qtd. Anos,66
Ano,Maxima
1940,65
1941,105.1
1942,61.8
1943,107.1
1944,34
1945,68.4
1946,46.8
1947,70
1948,128.6
1949,49.9
1950,47
1965,84.3
1966,83.2
1967,87.6
1968,75.4
1969,84
1970,60
1971,78.3
1972,75
1973,67
1974,50.2
1975,35.3
1976,50.2
1977,49.6
1978,69.2
1979,63.6
1980,49.3
1981,72.5
1982,63.3
1983,91.6
1984,56.2
1985,91.2
1986,42.6
1987,84.5
1988,49.3
1989,84.6
1990,42.3
1991,56.3
1992,77.6
1993,63.4
1994,66
1995,52.5
1996,84.5
1997,88.5
1998,82.1
1999,75.5
2000,96.4
2001,90.5
2002,60.2
2003,77.2
2004,100
2005,76
2006,81.7
2007,94.5
2008,148.7
2009,96.2
2010,62.5
2011,67.2
2012,82.1
2013,75.1
2014,75.5
2015,86.5
2016,109.9
2017,74.7
2018,76.8
2019,57
