UF,MG
Cidade,IBERTIOGA
Nome Posto,IBERTIOGA
Latitude,-21.427222222222223
Longitude,-43.95944444444445
Codigo,2143008
Qtd. Anos,79
Ano,Maxima
1941,81
1942,63.5
1943,55.9
1944,47
1945,68.8
1946,93
1947,84.8
1948,54.6
1949,37
1950,65.6
1951,75.2
1952,48.8
1953,29.7
1954,27.6
1955,25.4
1956,35.6
1957,30.6
1958,40.2
1959,29.6
1960,26.2
1961,25.2
1962,26.2
1963,18.6
1964,25.2
1965,18.6
1966,65.8
1967,65.2
1968,58.2
1969,68.8
1970,45.2
1971,99.2
1972,90
1973,64
1974,73
1975,79.5
1976,56.1
1977,70
1978,102.6
1979,87.6
1980,62.5
1981,73.5
1982,78.5
1983,95.5
1984,85.5
1985,110.4
1986,80.5
1987,76.5
1988,62.5
1989,52.4
1990,51.2
1991,92.5
1992,130.5
1993,85.5
1994,66.6
1995,114.6
1996,77.4
1997,88.4
1998,63.2
1999,92.4
2000,134.5
2001,55.4
2002,106.4
2003,53.5
2004,102.4
2005,44.5
2006,49
2007,74.4
2008,118.2
2009,85.4
2010,90.4
2011,87.3
2012,84.9
2013,63.3
2014,65.2
2015,66.8
2016,82.2
2017,76.6
2018,43.6
2019,76.6
