UF,MG
Cidade,PATOS DE MINAS
Nome Posto,PATOS DE MINAS
Latitude,-18.6
Longitude,-46.516666666666666
Codigo,1846018
Qtd. Anos,50
Ano,Maxima
1961,93.4
1962,131.9
1963,66
1964,59.3
1965,83.6
1966,87.9
1967,64.5
1968,59
1969,111.8
1970,91.1
1975,101
1976,95.5
1977,119
1978,150.2
1979,97.5
1980,68.4
1981,71
1982,59.4
1983,137.6
1984,101.8
1985,63.9
1986,74.3
1987,96.6
1988,70.2
1989,70.2
1990,123.4
1991,110.2
1992,108
1993,67.2
1994,71.9
1995,129.6
1996,60.1
1997,51.6
1998,76.3
1999,88.5
2000,66.4
2001,89.7
2002,68.2
2003,83.9
2004,97.2
2005,172.4
2006,87.6
2007,51.1
2008,63.2
2009,150.4
2010,111.8
2011,194.8
2012,54.6
2013,66.2
2014,108.3
