UF,MG
Cidade,SAO FRANCISCO DE SALES
Nome Posto,SAO FRANCISCO DE SALES
Latitude,-19.816666666666666
Longitude,-49.75
Codigo,1949000
Qtd. Anos,38
Ano,Maxima
1942,70
1943,81
1944,40
1945,62.2
1946,70
1947,100.2
1948,55.2
1949,51.1
1950,50.6
1951,65.2
1952,56.1
1953,108.4
1954,32.1
1995,78.9
1996,96.7
1997,78.7
1998,69.3
1999,59
2000,146
2001,60.4
2002,82.8
2003,52.5
2004,93.2
2005,79
2006,79
2007,87.7
2008,111.4
2009,105.6
2010,139.8
2011,111.7
2012,72.7
2013,106.7
2014,59
2015,93.3
2016,56.2
2017,90.5
2018,30.5
2019,126.7
