UF,MG
Cidade,ESTRELA DO SUL
Nome Posto,ESTRELA DO SUL
Latitude,-18.738055555555558
Longitude,-47.69
Codigo,1847001
Qtd. Anos,76
Ano,Maxima
1944,54.8
1945,86.8
1946,115.8
1947,78
1948,72.8
1949,60.6
1950,76.4
1951,75
1952,81.2
1953,87.4
1954,77.4
1955,59.6
1956,109.8
1957,90.2
1958,65.2
1959,111.6
1960,102.4
1961,90.3
1962,76.2
1963,50.6
1964,98.4
1965,90.4
1966,126
1967,75.4
1968,71.8
1969,95.7
1970,84.1
1971,70
1972,80.3
1973,119.2
1974,82
1975,73.4
1976,73.1
1977,100.1
1978,139.2
1979,100.4
1980,107.2
1981,68.1
1982,105.4
1983,100.4
1984,64
1985,65.3
1986,82.1
1987,84
1988,65.4
1989,99.2
1990,53
1991,84.1
1992,83
1993,98.1
1994,73
1995,126
1996,94.2
1997,76
1998,60.4
1999,57.8
2000,114.2
2001,170
2002,85.3
2003,75
2004,109.3
2005,57.2
2006,62.2
2007,78.2
2008,137.1
2009,97
2010,98.5
2011,109.5
2012,86
2013,80
2014,105.4
2015,58.3
2016,86.7
2017,80
2018,92.4
2019,66.5
