UF,MG
Cidade,SAO GONCALO DO ABAETE
Nome Posto,SAO GONCALO DO ABAETE
Latitude,-18.34361111111111
Longitude,-45.836666666666666
Codigo,1845013
Qtd. Anos,62
Ano,Maxima
1958,48.2
1959,92.2
1960,83.8
1961,110.4
1962,208.2
1963,148
1964,113.2
1965,104.2
1966,112.6
1967,164.6
1968,186.4
1969,102.8
1970,68.8
1971,122
1972,57.2
1973,33.6
1974,100.4
1975,56
1976,69.6
1977,70.2
1978,107.8
1979,126.8
1980,88.4
1981,80
1982,88
1983,123
1984,78
1985,95
1986,78
1987,85.4
1988,78.3
1989,85.2
1990,33.2
1991,85
1992,92.3
1993,105.2
1994,95.2
1995,68.2
1996,77.3
1997,48.3
1998,61.1
1999,138.1
2000,75.4
2001,97.6
2002,62.5
2003,85.4
2004,47.6
2005,100.5
2006,109.7
2007,82.9
2008,67
2009,58.3
2010,58.4
2011,102.3
2012,58
2013,62.4
2014,62
2015,88
2016,54.7
2017,48.3
2018,73.7
2019,53.5
