UF,MG
Cidade,SANTANA DE PIRAPAMA
Nome Posto,PIRAPAMA
Latitude,-19.013055555555557
Longitude,-44.03666666666666
Codigo,1944020
Qtd. Anos,62
Ano,Maxima
1958,24.1
1959,46.8
1960,50.2
1961,40.1
1962,26.2
1963,25.2
1964,75.1
1965,48.6
1966,80.4
1967,58.6
1968,159
1969,235.8
1970,106.6
1971,28.6
1972,68.2
1973,62.4
1974,96.6
1975,86.2
1976,108.4
1977,162.2
1978,190.4
1979,286.4
1980,240.4
1981,242.4
1982,162
1983,126
1984,104.8
1985,77.2
1986,86.6
1987,122
1988,124.2
1989,60
1990,63.8
1991,57.7
1992,94
1993,68.5
1994,144.5
1995,81.6
1996,60.3
1997,60.7
1998,70.3
1999,105.2
2000,62.6
2001,63.5
2002,86.1
2003,42.3
2004,53.5
2005,62.7
2006,62.4
2007,54.4
2008,74.7
2009,94.4
2010,93
2011,65.4
2012,61.8
2013,59.8
2014,46.9
2015,46.5
2016,72.1
2017,88.1
2018,61.9
2019,45.3
