UF,MG
Cidade,SAO GONCALO DO ABAETE
Nome Posto,CANOEIROS
Latitude,-18.038333333333334
Longitude,-45.52361111111111
Codigo,1845021
Qtd. Anos,49
Ano,Maxima
1971,82.4
1972,84.8
1973,67.2
1974,17.5
1975,74
1976,110.8
1977,75
1978,66.1
1979,171
1980,132.2
1981,65
1982,143.1
1983,115
1984,52.5
1985,87.1
1986,46.4
1987,83.3
1988,210.4
1989,52.1
1990,80.2
1991,63
1992,47.2
1993,73
1994,36
1995,63.4
1996,76.8
1997,68.1
1998,88.2
1999,71
2000,89.6
2001,110.3
2002,58.2
2003,80.5
2004,90.2
2005,88
2006,71
2007,136.6
2008,57
2009,88.6
2010,100.5
2011,87.2
2012,94.1
2013,137.1
2014,47.4
2015,83.5
2016,76
2017,68
2018,87.2
2019,64.8
