UF,MG
Cidade,SAO PEDRO DO SUACUI
Nome Posto,SAO PEDRO DO SUACUI
Latitude,-18.363055555555558
Longitude,-42.602222222222224
Codigo,1842004
Qtd. Anos,79
Ano,Maxima
1941,41.2
1942,85.6
1943,123.6
1944,59.8
1945,116.4
1946,92.2
1947,52.4
1948,49.3
1949,80.3
1950,76.4
1951,18.3
1952,74.1
1953,17.1
1954,13.6
1955,8.7
1956,71.2
1957,74.3
1958,81.1
1959,140.5
1960,60
1961,90.1
1962,77.8
1963,37
1964,107.4
1965,97.2
1966,67.6
1967,101.5
1968,107
1969,67
1970,80.8
1971,74.5
1972,54.7
1973,77.4
1974,70.8
1975,63.4
1976,84.3
1977,70.2
1978,56.4
1979,70.2
1980,63.4
1981,74.2
1982,84.3
1983,144
1984,92.6
1985,88.6
1986,46
1987,67
1988,98
1989,37
1990,95
1991,88
1992,62.5
1993,112.6
1994,100
1995,91
1996,67.3
1997,79.2
1998,59.7
1999,70.2
2000,64.3
2001,90
2002,64.6
2003,83.5
2004,67.3
2005,122.4
2006,97.2
2007,55
2008,76.6
2009,98
2010,69.3
2011,36.4
2012,74.6
2013,81.3
2014,73.1
2015,87
2016,108
2017,66
2018,74.4
2019,45.2
