UF,MG
Cidade,TRES CORACOES
Nome Posto,CHACARA SANTANA
Latitude,-21.678333333333335
Longitude,-45.25972222222222
Codigo,2145020
Qtd. Anos,51
Ano,Maxima
1967,25
1968,33.1
1969,51
1970,19.8
1971,57.2
1972,116.4
1973,79.2
1974,83.7
1975,66.3
1976,79
1977,68.5
1978,57
1979,62.1
1980,94.9
1981,85.4
1982,59.2
1983,91.2
1984,60.4
1985,100.5
1986,61.2
1987,74.1
1988,56.3
1989,44.2
1990,28.3
1991,53.5
1992,24.4
1993,15.2
1994,25.4
1995,41
1996,100.7
1997,42.4
1998,60.2
1999,100.4
2000,45.9
2001,83.6
2002,33.7
2003,47.4
2004,36.9
2005,40.4
2006,60.9
2007,17.5
2008,18.2
2009,40.5
2010,28
2012,27
2013,120
2014,52.3
2015,62
2016,28
2017,22.5
2019,11.2
