UF,MG
Cidade,BURITIZEIRO
Nome Posto,FAZENDA AGUA BRANCA
Latitude,-16.807222222222222
Longitude,-45.030277777777776
Codigo,1645013
Qtd. Anos,46
Ano,Maxima
1974,48
1975,71.6
1976,92.6
1977,88
1978,75
1979,96
1980,114.6
1981,87.4
1982,98
1983,86.4
1984,82.3
1985,81.2
1986,55
1987,111.2
1988,40.7
1989,145.6
1990,63.4
1991,61.4
1992,60
1993,114
1994,65
1995,59.4
1996,108
1997,142.9
1998,70
1999,100.6
2000,91.2
2001,82.3
2002,94.9
2003,56.6
2004,118.4
2005,112.3
2006,78.5
2007,180.8
2008,98.2
2009,97
2010,75.1
2011,83.2
2012,33.1
2013,77.4
2014,84.2
2015,38.2
2016,116
2017,80
2018,105
2019,75
