UF,MG
Cidade,TUPACIGUARA
Nome Posto,BRILHANTE
Latitude,-18.492222222222225
Longitude,-48.90277777777778
Codigo,1848008
Qtd. Anos,45
Ano,Maxima
1975,70.4
1976,52.8
1977,82.2
1978,102.8
1979,84
1980,95.2
1981,113.4
1982,79.8
1983,134.8
1984,63
1985,86
1986,105
1987,97.8
1988,55.6
1989,107.2
1990,65
1991,90.4
1992,162
1993,94
1994,70.6
1995,79.2
1996,71
1997,96
1998,127
1999,55
2000,66
2001,107.2
2002,90
2003,61
2004,133.5
2005,150
2006,90
2007,50.4
2008,134.5
2009,157
2010,85.2
2011,140.7
2012,100.2
2013,99.5
2014,83.5
2015,79.2
2016,72
2017,70.5
2018,92.1
2019,73.2
